"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,114026,2019000286082,48142.8,2019001140261,590406,1,3,43344.0,0,0,2,21,6,6,666,0,0,7,71,1,10,4300,1,11
2019,201901,114180,2019000287847,31579.2,2019001141801,650106,1,1,31579.2,0,0,2,52,1,1,100,0,0,11,114,1,10,124000,1,11
2019,201901,114335,2019000289572,11300.4,2019001143351,731206,1,1,11455.2,2,0,1,53,1,7,700,4,426,6,65,1,10,31000,1,11
2019,201901,114335,2019000289572,11300.4,2019001143351,731206,1,2,9133.2,2,0,2,48,1,7,700,4,426,6,63,1,10,28000,1,11
2019,201901,114490,2019000291282,17647.2,2019001144901,130606,1,1,17647.2,2,0,2,51,1,1,100,0,0,11,115,1,10,19200,1,11
2019,201901,114490,2019000291282,17647.2,2019001144901,130606,1,2,18111.6,2,0,1,52,1,1,100,0,0,10,101,1,10,196000,1,11
2019,201901,114800,2019000294907,10371.6,2019001148001,372106,1,4,13622.4,0,0,2,30,1,2,200,1,100,7,71,1,10,30000,1,11
2019,201901,114800,2019000294907,10371.6,2019001148001,372106,1,5,11610.0,0,0,1,49,4,1,100,1,100,6,64,1,10,290,2,20
2019,201901,114954,2019000296559,10681.2,2019001149541,370806,1,2,10371.6,1,0,2,56,1,1,100,0,0,6,65,1,10,33000,1,11
2019,201901,114954,2019000296559,10681.2,2019001149541,370806,1,3,12848.4,0,0,2,35,5,1,100,0,0,8,81,1,10,1700,1,11
2019,201901,115109,2019000298203,8204.4,2019001151091,591406,1,1,8049.6,0,0,1,29,6,1,100,0,0,8,81,1,10,30000,1,11
2019,201901,115264,2019000299858,4798.8,2019001152641,371506,1,1,4644.0,2,0,1,43,1,1,100,1,100,6,65,1,10,0,1,11
2019,201901,115574,2019000303065,15480.0,2019001155741,591506,1,1,15480.0,2,2,1,35,1,1,100,0,0,11,116,1,10,150000,1,11
2019,201901,115574,2019000303065,15480.0,2019001155741,591506,1,2,20743.2,2,2,2,32,1,1,100,0,0,11,114,1,10,19000,1,11
2019,201901,115883,2019000306435,15325.2,2019001158831,850206,1,1,15480.0,0,0,1,30,1,6,610,0,0,11,114,1,10,571000,1,11
2019,201901,115883,2019000306435,15325.2,2019001158831,850206,1,2,16254.0,0,0,2,29,1,6,610,0,0,11,114,1,10,185000,1,11
2019,201901,116038,2019000308341,4798.8,2019001160381,374706,1,1,4953.6,0,0,1,61,1,1,100,0,0,8,81,1,10,571000,1,11
2019,201901,116348,2019000311569,21207.6,2019001163481,376606,1,1,21362.4,0,0,1,30,6,1,100,0,0,6,65,1,10,35000,1,11
2019,201901,116657,2019000315116,13003.2,2019001166571,370306,1,1,12848.4,1,0,2,58,5,1,100,1,100,6,63,1,10,36700,1,11
2019,201901,116967,2019000318414,8514.0,2019001169671,590506,1,1,8514.0,3,0,2,48,1,1,100,4,420,8,81,1,10,52000,1,11
2019,201901,116967,2019000318414,8514.0,2019001169671,590506,1,2,8204.4,3,0,1,59,1,1,100,0,0,11,114,1,10,145000,1,11
2019,201901,116967,2019000318414,8514.0,2019001169671,590506,1,3,10836.0,0,0,1,19,6,1,100,4,420,6,63,1,10,3000,1,11
2019,201901,117122,2019000320076,9442.8,2019001171221,750206,1,1,9597.6,0,0,1,51,1,4,400,0,0,6,63,1,10,32000,1,11
2019,201901,117122,2019000320076,9442.8,2019001171221,750206,1,2,7894.8,0,0,2,52,1,4,400,0,0,6,63,1,10,4900,1,11
2019,201901,117586,2019000325151,10681.2,2019001175861,730606,1,2,16718.4,0,0,1,64,6,1,100,0,0,7,71,1,10,57000,2,20
2019,201901,117896,2019000328375,8204.4,2019001178961,730506,1,1,8204.4,1,0,1,49,4,4,400,1,100,0,2,1,10,33000,1,11
2019,201901,117896,2019000328375,8204.4,2019001178961,730506,1,2,8978.4,1,0,2,48,4,4,400,1,100,8,81,1,10,100000,1,11
2019,201901,117896,2019000328375,8204.4,2019001178961,730506,1,3,11455.2,0,0,1,25,6,4,400,1,100,0,2,1,10,10000,1,11
2019,201901,118050,2019000329825,23994.0,2019001180501,770206,1,2,11145.6,3,2,1,33,1,6,600,1,100,6,63,1,10,50000,1,11
2019,201901,118205,2019000331342,8978.4,2019001182051,711106,1,1,9133.2,3,0,1,50,1,1,100,1,100,6,61,1,10,63000,1,11
2019,201901,118205,2019000331342,8978.4,2019001182051,711106,1,2,8514.0,3,0,2,48,1,1,100,0,0,8,81,1,10,27000,1,11
2019,201901,118205,2019000331342,8978.4,2019001182051,711106,1,3,11764.8,0,0,1,27,6,1,100,1,100,6,61,1,10,3000,1,11
2019,201901,118515,2019000334897,4644.0,2019001185151,371106,1,1,4798.8,0,0,1,61,1,6,666,0,0,8,81,1,10,60000,1,11
2019,201901,118824,2019000337671,19969.2,2019001188241,710806,1,1,19969.2,1,0,2,50,1,1,100,1,100,6,63,1,10,45000,1,11
2019,201901,118824,2019000337671,19969.2,2019001188241,710806,1,2,19814.4,1,0,1,58,1,1,100,1,100,10,101,1,10,70000,1,11
2019,201901,118824,2019000337671,19969.2,2019001188241,710806,1,3,27399.6,0,0,2,20,6,1,100,1,100,7,71,1,10,24000,1,11
2019,201901,118979,2019000339279,15170.4,2019001189791,590506,1,3,23839.2,3,0,1,47,3,6,640,0,0,7,71,1,10,0,2,20
2019,201901,118979,2019000339279,15170.4,2019001189791,590506,1,4,15015.6,0,0,2,23,6,6,640,0,0,7,71,1,10,18000,1,11
2019,201901,118979,2019000339279,15170.4,2019001189791,590506,1,7,23839.2,0,0,2,45,2,6,640,0,0,10,101,1,10,36000,1,11
2019,201901,119134,2019000340900,10681.2,2019001191341,591306,1,1,10681.2,2,0,2,45,4,6,640,0,0,10,101,1,10,5000,1,11
2019,201901,119444,2019000344160,43189.2,2019001194441,670706,1,1,43189.2,0,0,1,60,3,1,100,0,0,6,63,1,10,65000,1,11
2019,201901,119753,2019000347360,27554.4,2019001197531,373306,1,2,29566.8,2,0,1,40,1,1,100,4,412,2,22,1,10,0,1,11
2019,201901,120218,2019000352219,33127.2,2019001202181,190606,1,1,33282.0,0,0,1,34,3,8,802,0,0,10,101,1,10,140000,1,11
2019,201901,120372,2019000353932,34984.8,2019001203721,1010006,1,2,53096.4,2,1,1,29,1,1,100,1,100,4,40,1,10,45000,1,11
2019,201901,120527,2019000355792,35913.6,2019001205271,372306,1,1,35913.6,2,0,1,44,1,1,100,0,0,6,61,1,10,0,1,11
2019,201901,120527,2019000355792,35913.6,2019001205271,372306,1,2,28483.2,2,0,2,44,1,1,100,0,0,10,101,1,10,0,1,11
2019,201901,120682,2019000357411,49690.8,2019001206821,651406,1,1,49690.8,4,0,1,51,1,7,700,1,100,6,63,1,10,0,1,11
2019,201901,120682,2019000357411,49690.8,2019001206821,651406,1,2,47523.6,4,0,2,44,1,1,100,0,0,6,61,1,10,35000,1,11
2019,201901,120837,2019000358969,18730.8,2019001208371,810306,1,1,18730.8,0,0,1,30,1,4,400,0,0,10,101,1,10,150000,1,11
2019,201901,120837,2019000358969,18730.8,2019001208371,810306,1,2,17182.8,0,0,2,30,1,4,400,0,0,11,116,1,10,120000,1,11
2019,201901,120992,2019000360516,12384.0,2019001209921,373106,1,2,11764.8,0,0,2,31,1,1,100,0,0,10,101,1,10,65000,1,11
2019,201901,121301,2019000363860,18730.8,2019001213011,731706,1,1,18730.8,0,0,1,43,1,1,100,0,0,6,63,1,10,116000,1,11
2019,201901,121301,2019000363860,18730.8,2019001213011,731706,1,2,17337.6,0,0,2,40,1,1,100,0,0,6,63,1,10,63000,1,11
2019,201901,121456,2019000365456,21052.8,2019001214561,11006,1,1,21052.8,1,0,1,48,6,7,700,1,100,8,81,1,10,137000,1,11
2019,201901,121456,2019000365456,21052.8,2019001214561,11006,1,2,19195.2,0,0,1,24,6,8,883,1,100,6,63,1,12,35000,1,11
2019,201901,121611,2019000366929,14396.4,2019001216111,373606,1,1,14396.4,2,0,1,43,1,6,620,0,0,11,115,1,10,100000,1,11
2019,201901,121611,2019000366929,14396.4,2019001216111,373606,1,2,13467.6,2,0,2,35,1,6,620,0,0,10,101,1,10,36000,1,11
2019,201901,121766,2019000368606,5263.2,2019001217661,670506,1,1,5263.2,1,0,1,28,1,6,610,0,0,6,63,1,10,10000,1,11
2019,201901,121766,2019000368606,5263.2,2019001217661,670506,1,4,6192.0,3,0,2,58,4,6,610,0,0,6,61,1,10,14300,1,11
2019,201901,121920,2019000370032,23220.0,2019001219201,375206,1,1,23220.0,3,0,2,45,1,1,100,1,100,6,63,1,10,30000,1,11
2019,201901,121920,2019000370032,23220.0,2019001219201,375206,1,2,23220.0,3,0,1,44,1,1,100,1,100,7,71,1,10,30000,1,11
2019,201901,121920,2019000370032,23220.0,2019001219201,375206,1,3,23065.2,0,0,1,19,6,1,100,1,100,7,71,1,10,16000,1,11
2019,201901,122075,2019000371796,7894.8,2019001220751,851406,1,1,7740.0,0,0,1,63,1,1,100,1,100,6,63,1,10,42000,1,11
2019,201901,122075,2019000371796,7894.8,2019001220751,851406,1,2,5572.8,0,0,2,54,1,1,100,1,100,6,63,1,10,65000,1,11
2019,201901,122075,2019000371796,7894.8,2019001220751,851406,1,3,8204.4,2,2,1,38,2,1,100,1,100,10,101,1,10,100000,1,11
2019,201901,122075,2019000371796,7894.8,2019001220751,851406,1,6,6811.2,0,0,2,40,2,1,100,1,100,0,2,1,10,0,1,11
2019,201901,122230,2019000373701,11610.0,2019001222301,650706,1,1,11610.0,0,0,1,54,1,7,700,1,100,6,63,1,10,50000,1,11
2019,201901,122230,2019000373701,11610.0,2019001222301,650706,1,2,8668.8,0,0,2,52,1,1,100,0,0,6,63,1,10,48000,1,11
2019,201901,122385,2019000375111,13312.8,2019001223851,650206,1,1,13312.8,0,0,1,56,1,1,100,0,0,10,101,1,10,70000,1,11
2019,201901,122385,2019000375111,13312.8,2019001223851,650206,1,2,11455.2,0,0,1,65,1,1,100,0,0,6,63,1,10,67000,1,11
2019,201901,122540,2019000376716,8668.8,2019001225401,10306,1,1,8823.6,0,0,2,49,6,1,100,0,0,11,114,1,10,250000,1,11
2019,201901,122694,2019000378426,27864.0,2019001226941,371606,1,1,27864.0,0,0,1,50,1,7,700,1,100,2,22,1,10,80000,1,11
2019,201901,122694,2019000378426,27864.0,2019001226941,371606,1,3,35449.2,0,0,1,44,6,7,700,1,100,4,40,1,10,18000,1,11
2019,201901,122849,2019000380049,8049.6,2019001228491,370606,1,1,8049.6,1,0,2,46,4,6,674,0,0,11,114,1,10,96000,1,11
2019,201901,123159,2019000382888,16718.4,2019001231591,850306,1,1,16563.6,1,0,1,38,1,1,100,0,0,10,101,1,10,150000,1,11
2019,201901,123468,2019000386129,12848.4,2019001234681,970306,1,1,12693.6,0,0,1,62,1,1,100,0,0,11,114,1,10,80000,1,11
2019,201901,123623,2019000387883,49845.6,2019001236231,590706,1,2,71208.0,0,0,1,28,6,1,100,0,0,6,63,1,10,25000,1,11
2019,201901,123778,2019000389530,24922.8,2019001237781,591106,1,2,31734.0,4,1,1,37,1,1,100,1,100,2,25,1,10,12000,1,11
2019,201901,123933,2019000391225,7894.8,2019001239331,376706,1,1,7740.0,0,0,1,58,4,2,200,0,0,6,65,1,10,39400,1,11
2019,201901,124242,2019000394481,11300.4,2019001242421,70106,1,1,11300.4,0,0,2,22,6,1,100,0,0,7,71,1,10,5000,1,11
2019,201901,124242,2019000394481,11300.4,2019001242421,70106,1,2,16254.0,0,0,2,23,2,1,100,0,0,8,81,1,10,6000,1,11
2019,201901,124242,2019000394481,11300.4,2019001242421,70106,1,4,16254.0,0,0,2,21,6,1,100,0,0,7,71,1,12,5000,1,11
2019,201901,124397,2019000396007,15480.0,2019001243971,750406,1,1,15480.0,0,0,1,55,4,5,500,0,0,7,71,1,10,160000,1,11
2019,201901,124707,2019000398950,11455.2,2019001247071,371106,1,6,16254.0,0,0,1,45,2,1,100,0,0,8,81,1,10,58000,1,11
2019,201901,124862,2019000400649,11610.0,2019001248621,230006,1,1,11455.2,0,0,1,57,4,1,100,0,0,6,64,1,10,0,1,11
2019,201901,125326,2019000405537,26780.4,2019001253261,591706,1,3,25696.8,0,0,2,29,6,7,700,4,416,7,71,1,10,30000,1,11
2019,201901,125326,2019000405537,26780.4,2019001253261,591706,1,4,29721.6,0,0,1,28,5,7,700,4,416,5,50,1,10,52000,1,11
2019,201901,125326,2019000405537,26780.4,2019001253261,591706,1,5,28328.4,0,0,2,21,6,7,700,4,416,5,50,1,10,5000,1,11
2019,201901,125326,2019000405537,26780.4,2019001253261,591706,1,9,29721.6,4,0,2,63,1,7,700,4,412,1,16,1,10,0,1,11
2019,201901,125945,2019000412048,12693.6,2019001259451,373306,1,1,12693.6,1,0,2,48,4,5,500,0,0,8,81,1,10,13000,1,11
2019,201901,126255,2019000415256,9133.2,2019001262551,710106,1,1,9133.2,0,0,1,59,2,6,600,0,0,6,65,1,10,82000,2,20
2019,201901,126564,2019000418525,4953.6,2019001265641,730206,1,1,4798.8,0,0,1,30,6,3,399,0,0,7,71,1,10,30000,1,11
2019,201901,126719,2019000420089,6656.4,2019001267191,110006,1,1,6656.4,0,0,2,53,6,1,100,0,0,8,81,1,10,40000,1,11
2019,201901,126874,2019000421690,18421.2,2019001268741,10806,1,1,18421.2,0,0,2,64,3,4,400,0,0,7,71,1,10,60000,1,11
2019,201901,126874,2019000421690,18421.2,2019001268741,10806,1,2,26006.4,0,0,1,63,2,4,400,0,0,11,115,1,10,0,1,11
2019,201901,127029,2019000423348,12384.0,2019001270291,970106,1,1,12229.2,0,0,1,52,6,1,100,0,0,8,81,1,10,91000,2,20
2019,201901,127184,2019000424846,7120.8,2019001271841,373606,1,1,7120.8,0,0,1,29,1,6,676,0,0,11,114,1,10,40000,1,11
2019,201901,127493,2019000428164,4334.4,2019001274931,375906,1,1,4179.6,0,0,1,26,6,6,640,0,0,10,101,1,10,71000,1,11
2019,201901,127493,2019000428164,4334.4,2019001274931,375906,1,2,5418.0,0,0,1,26,6,6,600,0,0,10,101,1,10,70000,1,11
2019,201901,127493,2019000428164,4334.4,2019001274931,375906,1,3,5727.6,0,0,1,25,6,8,811,0,0,10,101,1,10,5000,1,11
2019,201901,127648,2019000429743,5418.0,2019001276481,370506,1,1,5418.0,1,0,2,40,1,6,600,0,0,7,71,1,10,50000,1,11
2019,201901,127648,2019000429743,5418.0,2019001276481,370506,1,2,6811.2,1,0,1,35,1,7,700,1,100,8,81,1,10,30000,2,20
2019,201901,127648,2019000429743,5418.0,2019001276481,370506,1,4,7275.6,1,0,2,62,5,6,600,0,0,7,71,1,10,8000,1,11
2019,201901,127958,2019000432972,9442.8,2019001279581,711306,1,1,9597.6,0,0,2,58,3,1,100,1,100,7,71,1,10,28000,1,11
2019,201901,128112,2019000434432,12074.4,2019001281121,372006,1,1,11919.6,0,0,2,40,6,5,500,0,0,10,101,1,10,120000,1,11
2019,201901,128422,2019000437374,7740.0,2019001284221,591806,1,1,7740.0,0,0,1,61,1,4,400,0,0,11,114,1,10,85000,1,11
2019,201901,128577,2019000439034,20278.8,2019001285771,610306,1,3,27554.4,0,0,1,29,6,1,100,0,0,8,81,1,10,32000,1,11
2019,201901,128732,2019000440556,23065.2,2019001287321,710906,1,4,35449.2,0,0,1,38,6,1,100,1,100,6,63,1,10,50000,1,11
2019,201901,128886,2019000442179,10681.2,2019001288861,810506,1,1,10526.4,0,0,2,56,4,1,100,0,0,7,71,1,10,44000,1,11
2019,201901,128886,2019000442179,10681.2,2019001288861,810506,1,2,11455.2,0,0,2,53,4,1,100,0,0,7,71,1,10,6000,1,11
2019,201901,128886,2019000442179,10681.2,2019001288861,810506,1,3,13312.8,0,0,1,34,6,1,100,0,0,8,81,1,10,47000,1,11
2019,201901,128886,2019000442179,10681.2,2019001288861,810506,1,4,13467.6,0,0,1,34,6,1,100,0,0,8,81,1,10,35600,1,11
2019,201901,129041,2019000443990,21052.8,2019001290411,376706,1,1,21052.8,1,0,2,54,4,1,100,0,0,8,81,1,10,85000,1,11
2019,201901,129041,2019000443990,21052.8,2019001290411,376706,1,2,18730.8,0,0,2,29,6,1,100,0,0,6,63,1,10,15000,1,11
2019,201901,129196,2019000445709,17182.8,2019001291961,810306,1,1,17028.0,0,0,2,31,6,1,100,0,0,7,71,1,12,15400,1,11
2019,201901,129351,2019000447455,10371.6,2019001293511,810406,1,1,10371.6,2,0,1,43,1,5,500,0,0,10,101,1,10,140000,1,11
2019,201901,129506,2019000449009,30960.0,2019001295061,591106,1,2,37306.8,1,1,2,29,6,1,100,4,412,6,65,1,10,30000,1,11
2019,201901,129815,2019000452309,21981.6,2019001298151,711006,1,1,21826.8,0,0,1,28,6,7,700,1,100,6,63,1,10,45000,1,11
2019,201901,129815,2019000452309,21981.6,2019001298151,711006,1,2,25696.8,0,0,2,23,6,7,700,1,100,7,71,1,10,37400,1,11
2019,201901,129970,2019000453907,4179.6,2019001299701,1070306,1,1,4179.6,4,0,1,46,1,1,100,0,0,10,101,1,10,180000,1,11
2019,201901,130125,2019000455700,29102.4,2019001301251,731906,1,1,29102.4,2,2,1,32,1,1,100,1,100,8,81,1,10,37000,1,11
2019,201901,130280,2019000457492,11610.0,2019001302801,373806,1,1,11610.0,1,0,1,56,1,4,400,0,0,0,2,1,10,25000,1,11
2019,201901,130280,2019000457492,11610.0,2019001302801,373806,1,2,12848.4,1,0,2,54,1,4,400,0,0,0,2,1,10,25000,1,11
2019,201901,130280,2019000457492,11610.0,2019001302801,373806,1,3,16408.8,0,0,1,27,6,4,400,0,0,10,101,1,10,36000,1,11
2019,201901,130434,2019000458986,16563.6,2019001304341,730106,1,1,16718.4,0,0,1,32,3,2,200,0,0,8,81,1,10,40,2,20
2019,201901,130434,2019000458986,16563.6,2019001304341,730106,1,2,31734.0,0,0,1,35,6,7,700,1,100,6,65,1,10,100000,1,11
2019,201901,130899,2019000463960,9288.0,2019001308991,370106,1,2,9752.4,1,0,1,57,1,1,100,0,0,6,64,1,10,100000,2,20
2019,201901,130899,2019000463960,9288.0,2019001308991,370106,1,3,10990.8,0,0,2,26,6,1,100,0,0,6,63,1,10,3000,1,11
2019,201901,131054,2019000465569,4179.6,2019001310541,375506,1,1,4179.6,1,0,1,53,1,7,700,1,100,6,63,1,10,57000,1,11
2019,201901,131208,2019000467265,4024.8,2019001312081,670406,1,1,4024.8,2,0,1,57,1,1,100,0,0,11,115,1,10,35000,1,11
2019,201901,131208,2019000467265,4024.8,2019001312081,670406,1,2,4798.8,2,0,2,59,1,1,100,0,0,10,101,1,10,57000,1,11
2019,201901,131208,2019000467265,4024.8,2019001312081,670406,1,3,4334.4,0,0,2,24,6,1,100,0,0,6,63,1,10,13000,1,11
2019,201901,131363,2019000468706,10990.8,2019001313631,373006,1,1,10990.8,3,1,1,34,1,1,100,0,0,11,114,1,10,571000,1,11
2019,201901,131363,2019000468706,10990.8,2019001313631,373006,1,2,10371.6,3,1,2,32,1,1,100,0,0,11,114,1,10,66000,2,20
2019,201901,131518,2019000470377,16408.8,2019001315181,130706,1,1,16408.8,3,0,2,37,3,1,100,0,0,8,81,1,10,87000,1,11
2019,201901,131518,2019000470377,16408.8,2019001315181,130706,1,2,17182.8,3,0,1,37,6,1,100,0,0,6,64,1,10,23000,1,11
2019,201901,131828,2019000473641,9133.2,2019001318281,375706,1,1,9133.2,2,0,1,47,1,7,700,1,100,11,114,1,10,120000,1,11
2019,201901,131828,2019000473641,9133.2,2019001318281,375706,1,2,8359.2,2,0,2,40,1,7,700,1,100,11,114,1,10,80000,1,11
2019,201901,131982,2019000475515,8823.6,2019001319821,591006,1,2,7894.8,0,0,2,23,6,1,100,1,100,6,63,1,10,19000,1,11
2019,201901,131982,2019000475515,8823.6,2019001319821,591006,1,3,11300.4,0,0,2,39,2,6,640,0,0,6,65,1,10,140000,2,20
2019,201901,132137,2019000477189,7120.8,2019001321371,770306,1,1,7120.8,0,0,1,59,1,2,200,0,0,8,81,1,10,111000,2,20
2019,201901,132137,2019000477189,7120.8,2019001321371,770306,1,2,11300.4,0,0,2,62,1,1,100,0,0,8,81,1,10,70000,1,11
2019,201901,132292,2019000478771,8978.4,2019001322921,1110406,1,2,12848.4,1,0,2,51,4,1,100,0,0,6,63,1,10,38000,1,11
2019,201901,132292,2019000478771,8978.4,2019001322921,1110406,1,4,12848.4,0,0,2,29,6,1,100,0,0,6,64,1,10,10000,1,11
2019,201901,132447,2019000480521,10062.0,2019001324471,372506,1,2,10990.8,0,0,2,62,1,7,700,1,100,8,81,1,10,27000,1,11
2019,201901,132602,2019000482295,6656.4,2019001326021,670206,1,1,6656.4,0,0,1,50,6,1,100,0,0,7,71,1,10,140000,1,11
2019,201901,132602,2019000482295,6656.4,2019001326021,670206,1,4,6811.2,0,0,2,25,6,1,100,0,0,6,65,1,10,40000,1,11
2019,201901,132602,2019000482295,6656.4,2019001326021,670206,1,5,5882.4,0,0,1,22,6,1,100,1,100,6,63,1,10,36000,1,11
2019,201901,132911,2019000485420,9442.8,2019001329111,890006,1,2,8514.0,6,3,1,38,1,1,100,0,0,8,81,1,10,84000,1,11
2019,201901,133066,2019000486994,8049.6,2019001330661,651406,1,2,14706.0,0,0,1,45,6,8,856,1,100,6,63,1,10,60000,1,11
2019,201901,133066,2019000486994,8049.6,2019001330661,651406,1,3,16563.6,0,0,1,38,6,8,856,1,100,7,71,1,10,1400,1,11
2019,201901,133221,2019000488524,9133.2,2019001332211,371006,1,1,8978.4,2,1,2,31,6,1,100,1,100,7,71,1,10,63000,1,11
2019,201901,133221,2019000488524,9133.2,2019001332211,371006,1,2,9907.2,2,1,1,34,3,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,133685,2019000493578,16718.4,2019001336851,372706,1,1,16718.4,0,0,1,32,6,1,100,0,0,10,101,1,10,80000,1,11
2019,201901,133840,2019000495158,12848.4,2019001338401,375106,1,1,12693.6,0,0,1,40,6,7,700,1,100,10,101,1,10,32000,1,11
2019,201901,133840,2019000495158,12848.4,2019001338401,375106,1,2,15634.8,3,0,2,39,3,7,700,1,100,6,63,1,10,15000,1,11
2019,201901,133840,2019000495158,12848.4,2019001338401,375106,1,3,13932.0,0,0,2,27,6,7,700,4,498,6,63,1,10,12000,1,11
2019,201901,133840,2019000495158,12848.4,2019001338401,375106,1,5,13777.2,3,0,1,57,1,7,700,4,416,2,26,1,10,28000,1,11
2019,201901,133995,2019000496648,19195.2,2019001339951,850106,1,1,19350.0,0,0,2,29,6,6,610,0,0,11,115,1,10,40000,1,11
2019,201901,134459,2019000501258,15789.6,2019001344591,850906,1,1,15789.6,0,0,2,33,1,1,100,0,0,10,101,1,10,200000,1,11
2019,201901,134459,2019000501258,15789.6,2019001344591,850906,1,2,19040.4,0,0,1,30,1,1,100,0,0,11,114,1,10,225000,1,11
2019,201901,134614,2019000502901,7430.4,2019001346141,376706,1,1,7430.4,3,0,1,53,1,6,600,0,0,10,101,1,10,60000,1,11
2019,201901,134614,2019000502901,7430.4,2019001346141,376706,1,2,6037.2,3,0,2,50,1,6,600,0,0,10,101,1,12,32000,1,11
2019,201901,134614,2019000502901,7430.4,2019001346141,376706,1,3,10216.8,0,0,2,25,6,6,600,0,0,7,71,1,10,7900,1,11
2019,201901,134614,2019000502901,7430.4,2019001346141,376706,1,4,7740.0,0,0,2,23,6,6,600,0,0,6,63,1,10,21700,1,11
2019,201901,134614,2019000502901,7430.4,2019001346141,376706,1,5,7740.0,0,0,2,20,6,6,600,0,0,6,65,1,10,15000,1,11
2019,201901,134769,2019000504620,5572.8,2019001347691,375406,1,1,5572.8,0,0,2,52,6,1,100,0,0,6,65,1,10,48000,1,11
2019,201901,134769,2019000504620,5572.8,2019001347691,375406,1,3,9442.8,0,0,2,55,4,1,100,0,0,7,71,1,10,72000,1,11
2019,201901,134924,2019000506225,30650.4,2019001349241,970206,1,1,30495.6,2,0,2,56,4,2,200,0,0,10,101,1,10,0,1,11
2019,201901,134924,2019000506225,30650.4,2019001349241,970206,1,2,16718.4,2,0,1,53,4,2,200,0,0,6,63,1,10,25000,2,20
2019,201901,134924,2019000506225,30650.4,2019001349241,970206,1,3,25851.6,0,0,1,21,6,2,200,0,0,6,63,1,10,300,1,11
2019,201901,134924,2019000506225,30650.4,2019001349241,970206,1,4,15015.6,0,0,1,22,6,1,100,0,0,6,63,1,10,28800,1,11
2019,201901,135078,2019000507659,15634.8,2019001350781,730706,1,1,15634.8,0,0,2,48,1,1,100,0,0,11,116,1,10,14000,1,11
2019,201901,135543,2019000512290,10062.0,2019001355431,375506,1,1,9907.2,1,0,2,44,1,1,100,1,100,10,101,1,10,70000,1,11
2019,201901,135543,2019000512290,10062.0,2019001355431,375506,1,2,9133.2,1,0,1,43,1,1,100,1,100,6,63,1,10,50000,1,11
2019,201901,135852,2019000515301,10836.0,2019001358521,10306,1,1,10836.0,2,0,2,55,1,1,100,0,0,11,114,1,10,50000,1,11
2019,201901,135852,2019000515301,10836.0,2019001358521,10306,1,2,10681.2,2,0,2,56,1,1,100,0,0,10,101,1,10,120000,1,11
2019,201901,136162,2019000518482,10371.6,2019001361621,671006,1,3,8049.6,1,0,2,54,3,6,600,0,0,6,65,1,10,64000,1,11
2019,201901,136472,2019000521811,10836.0,2019001364721,730406,1,1,10681.2,4,0,1,46,1,1,100,0,0,11,114,1,10,180000,1,11
2019,201901,136626,2019000523413,13003.2,2019001366261,810106,1,1,13003.2,0,0,1,37,1,8,802,1,100,10,101,1,10,125000,1,11
2019,201901,136626,2019000523413,13003.2,2019001366261,810106,1,2,17492.4,0,0,2,34,1,8,802,1,100,10,101,1,10,55000,1,11
2019,201901,136781,2019000524942,32662.8,2019001367811,732006,1,1,32662.8,0,0,2,56,4,1,100,0,0,11,114,1,10,105000,1,11
2019,201901,137091,2019000528241,8204.4,2019001370911,731906,1,1,8204.4,0,0,2,58,4,1,100,0,0,11,115,1,10,46000,1,11
2019,201901,137091,2019000528241,8204.4,2019001370911,731906,1,2,16873.2,0,0,1,42,2,6,662,0,0,2,23,1,10,36400,1,11
2019,201901,137400,2019000531463,30960.0,2019001374001,374006,1,1,30805.2,3,1,2,31,3,7,700,1,100,7,71,1,10,800,2,20
2019,201901,137400,2019000531463,30960.0,2019001374001,374006,1,2,28792.8,3,1,1,31,6,7,700,1,100,7,71,1,10,54000,1,11
2019,201901,137555,2019000533081,32353.2,2019001375551,376706,1,1,32353.2,1,0,1,52,1,1,100,1,100,6,63,1,10,0,1,11
2019,201901,137555,2019000533081,32353.2,2019001375551,376706,1,2,31579.2,1,0,2,45,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,137555,2019000533081,32353.2,2019001375551,376706,1,3,36378.0,0,0,1,21,6,1,100,1,100,6,63,1,10,0,1,11
2019,201901,137710,2019000534666,10526.4,2019001377101,711006,1,1,10526.4,4,1,1,43,1,1,100,1,100,0,2,1,10,19000,1,11
2019,201901,137710,2019000534666,10526.4,2019001377101,711006,1,2,9288.0,4,1,2,43,1,1,100,1,100,0,2,1,10,13000,1,11
2019,201901,137710,2019000534666,10526.4,2019001377101,711006,1,3,9442.8,0,0,1,21,6,1,100,1,100,7,71,1,10,12000,1,11
2019,201901,137710,2019000534666,10526.4,2019001377101,711006,1,9,9597.6,0,0,1,18,6,1,100,1,100,6,64,1,10,6000,1,11
2019,201901,137865,2019000536266,29257.2,2019001378651,651106,1,1,29412.0,4,0,1,50,1,1,100,1,100,2,26,1,10,60000,1,11
2019,201901,137865,2019000536266,29257.2,2019001378651,651106,1,2,30186.0,4,0,2,46,1,1,100,1,100,2,22,1,10,32000,1,11
